INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
San Joaquin Valley College-Fresno,2120701,8,,,,,,,0.37727534,9988,,2,0,3,,,,,Non-degree,Private for-profit,Far West,,
San Joaquin Valley College-Fresno Aviation,2120702,8,,,,,,,0.37727534,9988,,2,0,3,,,,,Non-degree,Private for-profit,Far West,,
San Joaquin Valley College-Ontario,2120704,8,,,,,,,0.37727534,9988,,2,0,3,,,,,Non-degree,Private for-profit,Far West,,
San Joaquin Valley College-Modesto,2120706,8,,,,,,,0.37727534,9988,,2,0,3,,,,,Non-degree,Private for-profit,Far West,,
San Joaquin Valley College-Rancho Cordova,2120707,8,,,,,,,0.37727534,9988,,2,0,3,,,,,Non-degree,Private for-profit,Far West,,
San Joaquin Valley College-Hesperia,2120708,8,,,,,,,0.37727534,9988,,2,0,3,,,,,Non-degree,Private for-profit,Far West,,
San Joaquin Valley College-Temecula,2120709,8,,,,,,,0.37727534,9988,,2,0,3,,,,,Non-degree,Private for-profit,Far West,,
San Joaquin Valley College-Lancaster,2120711,8,,,,,,,0.37727534,9988,,2,0,3,,,,,Non-degree,Private for-profit,Far West,,
Jesuit School of Theology of Santa Clara University,132604,8,1313,,,0.487952212,,,0.915119363,19500,,1,0,2,,,,,Non-degree,Private non-profit,Far West,,
Denver Seminary - Washington DC,135201,2,,,,,,,PrivacySuppressed,PrivacySuppressed,,1,0,2,,,,,Non-degree,Private non-profit,Mid East,,
Porter and Chester Institute of Rocky Hill,1077910,1,,,,,,,0.441112717,9500,66273.98,3,0,3,,,,,Non-degree,Private for-profit,New England,,
Porter and Chester Institute of Enfield,1077903,1,,,,,,,0.441112717,9500,66273.98,3,0,3,,,,,Non-degree,Private for-profit,New England,,
Porter and Chester Institute of Watertown,1077902,1,,,,,,,0.441112717,9500,66273.98,3,0,3,,,,,Non-degree,Private for-profit,New England,,
Porter and Chester Institute of Chicopee,1077905,1,,,,,,,0.441112717,9500,66273.98,3,0,3,,,,,Non-degree,Private for-profit,New England,,
Porter and Chester Institute of Worcester,1077906,1,,,,,,,0.441112717,9500,,3,0,3,,,,,Non-degree,Private for-profit,New England,,
Porter and Chester Institute of Canton,1077914,1,,,,,,,0.441112717,9500,,3,0,3,,,,,Non-degree,Private for-profit,New England,,
Delaware Technical Community College-Owens,1172702,2,,,,,,,0.769230769,3500,,2,0,1,,,,,Non-degree,Public,Mid East,,
Delaware Technical Community College-Stanton/Wilmington,1172703,2,,,,,,,0.769230769,3500,,2,0,1,,,,,Non-degree,Public,Mid East,,
Strayer University-Takoma Park Campus,145904,2,,,,,,,0.529604068,9704,66472.61,1,0,3,,,,,Non-degree,Private for-profit,Mid East,,
Barry University Law School,146601,5,926,,,0.55059761,,,0.617627568,21500,,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University-Melbourne,2151901,5,,,,,,,0.42339636,14718,55699.66,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University-Tallahassee,2151902,5,,,,,,,0.42339636,14718,55699.66,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University-Daytona,2151904,5,,,,,,,0.42339636,14718,55699.66,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University-Lakeland,2151906,5,,,,,,,0.42339636,14718,55699.66,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University- Miami,2151908,5,,,,,,,0.42339636,14718,55699.66,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University-Orlando,2151909,5,,,,,,,0.42339636,14718,55699.66,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University-Sarasota,2151903,5,,,,,,,0.42339636,14718,55699.66,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University-Jacksonville,2151910,5,,,,,,,0.42339636,14718,55699.66,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University-Tampa,2151914,5,,,,,,,0.42339636,14718,55699.66,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University-Pembroke Pines,2151913,5,,,,,,,0.42339636,14718,55699.66,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University-Port St Lucie,2151911,5,,,,,,,0.42339636,14718,55699.66,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University-West Palm Beach,2151912,5,,,,,,,0.42339636,14718,55699.66,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University-Ft Myers,2151917,5,,,,,,,0.42339636,14718,,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University -  Clearwater,2151920,5,,,,,,,0.42339636,14718,,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University - NPR,2151921,5,,,,,,,0.42339636,14718,,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Keiser University - Residential,2151922,5,,,,,,,0.42339636,14718,,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Rasmussen College-New Port Richey,869411,5,,,,,,,0.598980065,10851.5,,1,0,3,,,,,Non-degree,Private for-profit,South East,,
Rasmussen College-Fort Myers,869413,5,,,,,,,0.598980065,10851.5,,1,0,3,,,,,Non-degree,Private for-profit,South East,,
Rasmussen College-Tampa/Brandon,869420,5,,,,,,,0.598980065,10851.5,,1,0,3,,,,,Non-degree,Private for-profit,South East,,
Rasmussen College-Land O' Lakes,869422,5,,,,,,,0.598980065,10851.5,,1,0,3,,,,,Non-degree,Private for-profit,South East,,
East Georgia State College - Statesboro,1099701,5,,,,,,,0.666666667,6126.5,,1,0,1,,,,,Non-degree,Public,South East,,
East Georgia State College - Augusta,1099702,5,,,,,,,0.666666667,6126.5,,1,0,1,,,,,Non-degree,Public,South East,,
Moody Theological Seminary and Graduate School--Michigan,172725,3,,,,0.683317625,,,,PrivacySuppressed,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Moody Bible Institute-Spokane,172707,8,,,,0.683317625,,,,PrivacySuppressed,,1,0,2,,,,,Non-degree,Private non-profit,Far West,,
Saint Anthony College of Nursing - Highland Community College Campus,998701,3,,,,,,,PrivacySuppressed,18750,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Saint Anthony College of Nursing - Sauk Valley Community College Campus,998702,3,,,,,,,PrivacySuppressed,18750,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
PJ's College of Cosmetology- Brownsburg,2241701,3,,,,,,,0.408163265,9500,,3,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
PJ's College of Cosmetology-Crestwood,2241702,5,,,,,,,0.408163265,9500,,2,0,3,,,,,Non-degree,Private for-profit,South East,,
PJ's College of Cosmetology- Jeffersonville,2241703,3,,,,,,,0.408163265,9500,,3,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
Ivy Tech Community College-Northcentral,991707,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Ivy Tech Community College-Columbus,991736,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Ivy Tech Community College-East Central,991713,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Ivy Tech Community College-Kokomo,991735,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Ivy Tech Community College-Lafayette,991715,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Ivy Tech Community College-Northeast,991720,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Ivy Tech Community College-South Central,991745,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Ivy Tech Community College-Southwest,991747,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Ivy Tech Community College-Wabash Valley,991744,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Ivy Tech Community College-Richmond,991725,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Ivy Tech Community College-Northwest,991731,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Ivy Tech Community College-Southeast,991752,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Ivy Tech Community College-Bloomington,991750,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Ivy Tech Community College-Central Indiana,991700,3,,,,,,,0.609090909,5723,,2,0,1,,,,,Non-degree,Public,Great Lakes,,
Harrison College-Anderson,2158407,3,,,,1,,,0.411931818,10475,,1,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
Harrison College-Columbus,2158401,3,,,,1,,,0.411931818,10475,,1,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
Harrison College-Terre Haute,2158405,3,,,,1,,,0.411931818,10475,,1,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
Harrison College-Lafayette,2158402,3,,,,1,,,0.411931818,10475,,1,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
Harrison College-Indianapolis East,2158410,3,,,,1,,,0.411931818,10475,,1,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
Harrison College-Evansville,2158409,3,,,,1,,,0.411931818,10475,,1,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
Harrison College-Fort Wayne,2158412,3,,,,1,,,0.411931818,10475,,1,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
Harrison College-Northwest,2158413,3,,,,1,,,0.411931818,10475,,1,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
Marian University,182101,3,1026,,,0.561094819,,,0.703764321,20164,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Graceland University - Independence,186601,4,961,,,0.478925428,,,0.758454106,17011,56137.53,1,0,2,,,,,Non-degree,Private non-profit,Plains,,
Baker University School of Nursing,190302,4,1048,,,0.816168328,,,0.827380952,20412.5,,1,0,2,,,,,Non-degree,Private non-profit,Plains,,
Coffeyville Technical Campus,191008,4,,,,,,,0.446043166,5500,,3,0,1,,,,,Non-degree,Public,Plains,,
Columbus Technical Campus,191007,4,,,,,,,0.446043166,5500,,3,0,1,,,,,Non-degree,Public,Plains,,
PJ's College of Cosmetology- Greenfield,2337201,3,,,,,,,0.273529412,7389,53151.54,3,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
PJ's College of Cosmetology- Muncie,2337205,3,,,,,,,0.273529412,7389,53151.54,3,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
PJ's College of Cosmetology- Indianapolis,2337203,3,,,,,,,0.273529412,7389,53151.54,3,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
PJ's College of Cosmetology- Plainfield,2337207,3,,,,,,,0.273529412,7389,53151.54,3,0,3,,,,,Non-degree,Private for-profit,Great Lakes,,
PJ's College of Cosmetology- Louisville,2337208,5,,,,,,,0.273529412,7389,,2,0,3,,,,,Non-degree,Private for-profit,South East,,
Empire Beauty School-Bangor,945903,1,,,,,,,0.401234568,9261,49188.97,3,0,3,,,,,Non-degree,Private for-profit,New England,,
Wentworth Institute of Technology,222501,1,1104,,,0.666666667,,,0.925357873,23481,,2,0,2,,,,,Non-degree,Private non-profit,New England,,
Wentworth Institute of Technology,222502,1,1104,,,0.666666667,,,0.925357873,23481,,2,0,2,,,,,Non-degree,Private non-profit,New England,,
Wentworth Institute of Technology,222503,1,1104,,,0.666666667,,,0.925357873,23481,,2,0,2,,,,,Non-degree,Private non-profit,New England,,
Baker College of Owosso,467304,3,,,,,,,0.614767548,12534,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Baker College of Allen Park,467317,3,,,,,,,0.614767548,12534,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Baker College of Auburn Hills,467305,3,,,,,,,0.614767548,12534,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Baker College of Cadillac,467301,3,,,,,,,0.614767548,12534,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Baker College of Clinton Township,467302,3,,,,,,,0.614767548,12534,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Baker College of Jackson,467309,3,,,,,,,0.614767548,12534,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Baker College of Muskegon,467303,3,,,,,,,0.614767548,12534,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Baker College of Owosso,467304,3,,,,,,,0.614767548,12534,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Baker College of Port Huron,467306,3,,,,,,,0.614767548,12534,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Baker College Center for Graduate Studies,467313,3,,,,,,,0.614767548,12534,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Davenport University-Warren Location,224931,3,,,,0.892293826,,,0.405714286,17324.5,56679.53,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Davenport University-Kalamazoo Location,224902,3,,,,0.892293826,,,0.405714286,17324.5,56679.53,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Davenport University-Lansing Location,224901,3,,,,0.892293826,,,0.405714286,17324.5,56679.53,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Davenport University-Midland Location,224942,3,,,,0.892293826,,,0.405714286,17324.5,56679.53,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Davenport University-Holland Location,224907,3,,,,0.892293826,,,0.405714286,17324.5,56679.53,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Davenport University-Flint Location,224930,3,,,,0.892293826,,,0.405714286,17324.5,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Davenport University-Traverse City Location,224914,3,,,,0.892293826,,,0.405714286,17324.5,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Davenport University-Livonia Location,224940,3,,,,0.892293826,,,0.405714286,17324.5,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Davenport University-Grand Rapids Downtown,224946,3,,,,0.892293826,,,0.405714286,17324.5,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Davenport University - Treasury Site Dimondale,224947,3,,,,0.892293826,,,0.405714286,17324.5,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Anoka-Ramsey Community College-Cambridge Campus,233201,4,,,,,,,0.779510022,7926,74988.96,2,0,1,,,,,Non-degree,Public,Plains,,
Central Lakes College-Staples Campus,233919,4,,,,,,,0.812903226,9095,51837.78,2,0,1,,,,,Non-degree,Public,Plains,,
M State - Detroit Lakes Campus,554107,4,,,,,,,0.620689655,8500,50877.25,2,0,1,,,,,Non-degree,Public,Plains,,
M State - Moorhead Campus,554105,4,,,,,,,0.620689655,8500,50877.25,2,0,1,,,,,Non-degree,Public,Plains,,
M State - Wadena Campus,554106,4,,,,,,,0.620689655,8500,50877.25,2,0,1,,,,,Non-degree,Public,Plains,,
South Central College-Faribault,553701,4,,,,,,,0.802666667,8750.5,59225.31,2,0,1,,,,,Non-degree,Public,Plains,,
Mesabi Range College,400901,4,,,,,,,0.647619048,8737,49941.22,2,0,1,,,,,Non-degree,Public,Plains,,
Northland Community and Technical College - East Grand Forks,238505,4,,,,,,,0.767441861,9500,50877.25,2,0,1,,,,,Non-degree,Public,Plains,,
Rasmussen College-Bloomington,869407,4,,,,,,,0.598980065,10851.5,,1,0,3,,,,,Non-degree,Private for-profit,Plains,,
Rasmussen College-Eagan,869406,4,,,,,,,0.598980065,10851.5,,1,0,3,,,,,Non-degree,Private for-profit,Plains,,
Rasmussen College-Mankato,869409,4,,,,,,,0.598980065,10851.5,,1,0,3,,,,,Non-degree,Private for-profit,Plains,,
Rasmussen College-Brooklyn Park,869401,4,,,,,,,0.598980065,10851.5,,1,0,3,,,,,Non-degree,Private for-profit,Plains,,
Rasmussen College-Lake Elmo/Woodbury,869412,4,,,,,,,0.598980065,10851.5,,1,0,3,,,,,Non-degree,Private for-profit,Plains,,
Rasmussen College-Blaine,869417,4,,,,,,,0.598980065,10851.5,,1,0,3,,,,,Non-degree,Private for-profit,Plains,,
Ridgewater College,525201,4,,,,,,,0.797413793,9363,56264.46,2,0,1,,,,,Non-degree,Public,Plains,,
Minnesota State College-SE Technical-Red Wing,239301,4,,,,,,,0.748868778,9500,58812.13,2,0,1,,,,,Non-degree,Public,Plains,,
Copiah-Lincoln Community College Simpson County Center,240202,5,,,,,,,0.460567823,3500,,2,0,1,,,,,Non-degree,Public,South East,,
Copiah-Lincoln Community College-Natchez Campus,240201,5,,,,,,,0.460567823,3500,,2,0,1,,,,,Non-degree,Public,South East,,
University of Mississippi Medical Center,244001,5,1118,,,0.787252893,,,0.781808891,15000,,1,0,1,,,,,Non-degree,Public,South East,,
Pearl River Community College-Forrest County Center,243001,5,,,,,,,0.529166667,4814,40910.57,2,0,1,,,,,Non-degree,Public,South East,,
Lindenwood University-Belleville,248037,3,1043,,,0.553897979,,,0.771979986,18750,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
City College Montana State University Billings,253001,7,,,,,,,PrivacySuppressed,9500,,2,0,1,,,,,Non-degree,Public,Rocky Mtns,,
New Hampshire Institute for Therapeutic Arts,3729301,1,,,,,,,PrivacySuppressed,8180,61558.45,3,0,3,,,,,Non-degree,Private for-profit,New England,,
American Institute,2106603,2,,,,,,,0.368088468,8749.5,,2,0,3,,,,,Non-degree,Private for-profit,Mid East,,
Monmouth University -  Monmouth Park Corporate Center,261601,2,1037,,,0.741906124,,,0.801369863,21500,,1,0,2,,,,,Non-degree,Private non-profit,Mid East,,
Berkeley College - Westchester Campus,739402,2,,,,,,,0.624145786,13500,57151.94,1,0,3,,,,,Non-degree,Private for-profit,Mid East,,
Briarcliffe College-Patchogue,2075702,2,,,,,,,0.551445087,18642,,1,0,3,,,,,Non-degree,Private for-profit,Mid East,,
Culinary Institute of America at Greystone,730401,8,,,,0.921733054,,,0.834894614,12000,73050.93,1,0,2,,,,,Non-degree,Private non-profit,Far West,,
Culinary Institute of America San Antonio,730402,6,,,,0.921733054,,,0.834894614,12000,,2,0,2,,,,,Non-degree,Private non-profit,South West,,
Jamestown Business College -,849501,2,,,,0.92248062,,,0.614814815,9000,,1,0,3,,,,,Non-degree,Private for-profit,Mid East,,
Pratt Manhattan-A Division of Pratt Institute,279803,2,1085,,,0.573864656,,,0.855029586,23125,75295.69,1,0,2,,,,,Non-degree,Private non-profit,Mid East,,
St. Joseph's College Long Island,282501,2,1010,,,0.679192547,,,0.761339093,18500,,1,0,2,,,,,Non-degree,Private non-profit,Mid East,,
Gaston College,297301,5,,,,,,,PrivacySuppressed,2000,,2,0,1,,,,,Non-degree,Public,South East,,
Hebrew Union College-Jewish Institute of Religion-Cincinnati,405401,3,,,,,,,,PrivacySuppressed,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Hebrew Union College-Jewish Institute of Religion-Los Angeles,405402,8,,,,,,,,PrivacySuppressed,,1,0,2,,,,,Non-degree,Private non-profit,Far West,,
Kettering College - Ollie Davis Medical Arts and Education Center,703502,3,,,,1,,,0.70754717,20500,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Mount Carmel College of Nursing - Fairfield,3071901,3,990,,,0.817142857,,,0.92,19500,,1,0,2,,,,,Non-degree,Private non-profit,Great Lakes,,
Los Angeles Center,1092303,8,,,,,,,0.716024341,16625,59714.64,1,0,2,,,,,Non-degree,Private non-profit,Far West,,
Florida Center,1092305,5,,,,,,,0.716024341,16625,59714.64,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Sacramento Center,1092302,8,,,,,,,0.716024341,16625,59714.64,1,0,2,,,,,Non-degree,Private non-profit,Far West,,
New England Center,1092307,1,,,,,,,0.716024341,16625,,1,0,2,,,,,Non-degree,Private non-profit,New England,,
Western Seminary-San Jose,717801,8,,,,,,,PrivacySuppressed,PrivacySuppressed,,1,0,2,,,,,Non-degree,Private non-profit,Far West,,
Western Seminary-Sacramento,717804,8,,,,,,,PrivacySuppressed,PrivacySuppressed,,1,0,2,,,,,Non-degree,Private non-profit,Far West,,
Toni&Guy Hairdressing Academy,2206201,2,,,,,,,0.551020408,9500,54067.77,3,0,3,,,,,Non-degree,Private for-profit,Mid East,,
Bucks County Community College-Upper Bucks Campus,323902,2,,,,,,,0.702549575,6000,78296.06,2,0,1,,,,,Non-degree,Public,Mid East,,
Bucks County Community College-Lower Bucks Campus,323901,2,,,,,,,0.702549575,6000,,2,0,1,,,,,Non-degree,Public,Mid East,,
